id,user,bot,context,intent,domain_label
14799,Is 17-beta hydroxysteroid dehydrogenase 3 deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. Individuals who are genetically male and have two copies of a mutated gene in each cell are affected by 17-beta hydroxysteroid dehydrogenase 3 deficiency. People with two mutations who are genetically female do not usually experience any signs and symptoms of this disorder.",GHR,general_info,out_of_domain
2110,What is (are) Cough ?,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself. Coughs can be either acute or chronic. Acute coughs begin suddenly and usually last no more than 2 to 3 weeks. Acute coughs are the kind you most often get with a cold, flu, or acute bronchitis. Chronic coughs last longer than 2 to 3 weeks. Causes of chronic cough include       - Chronic bronchitis    - Asthma    - Allergies    - COPD (chronic obstructive pulmonary disease)    - GERD (gastroesophageal reflux disease)     - Smoking    - Throat disorders, such as croup in young children    - Some medicines        Water can help ease your cough - whether you drink it or add it to the air with a steamy shower or vaporizer. If you have a cold or the flu, antihistamines may work better than non-prescription cough medicines. Children under four should not have cough medicine. For children over four, use caution and read labels carefully.",MPlusHealthTopics,general_info,out_of_domain
6859,What are the symptoms of Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities ?,"What are the signs and symptoms of Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of metabolism/homeostasis - Absent lacrimal punctum - Autosomal recessive inheritance - Bulbous nose - Constipation - Cryptorchidism - Downturned corners of mouth - Ectodermal dysplasia - High, narrow palate - Hypoplastic lacrimal duct - Hypotrichosis - Intellectual disability - Preauricular pit - Sacral dimple - Tetraamelia - Umbilical hernia - Upslanted palpebral fissure - Wide mouth - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
13938,What are the genetic changes related to tetrasomy 18p ?,"Tetrasomy 18p results from the presence of an abnormal extra chromosome, called an isochromosome 18p, in each cell. An isochromosome is a chromosome with two identical arms. Normal chromosomes have one long (q) arm and one short (p) arm, but isochromosomes have either two q arms or two p arms. Isochromosome 18p is a version of chromosome 18 made up of two p arms.  Cells normally have two copies of each chromosome, one inherited from each parent. In people with tetrasomy 18p, cells have the usual two copies of chromosome 18 plus an isochromosome 18p. As a result, each cell has four copies of the short arm of chromosome 18. (The word ""tetrasomy"" is derived from ""tetra,"" the Greek word for ""four."") The extra genetic material from the isochromosome disrupts the normal course of development, causing the characteristic features of this disorder.",GHR,general_info,out_of_domain
6190,What causes Chronic hiccups ?,"What causes chronic hiccups? Although the exact underlying cause of chronic hiccups is often unknown, many factors can contribute to the development of hiccups. For example, common triggers for hiccups include hot or spicy foods and liquids; harmful fumes; surgery; and/or certain medications. Chronic hiccups can also be associated with a variety of health problems including: Pneumonia, pleurisy and other conditions that irritate the diaphragm Brain abnormalities (i.e. strokes, tumors, injuries, infections) Metabolic disorders Gastrointestinal (esophagus, stomach, small/large intestines) diseases Psychological problems such as hysteria, shock, fear, and personality disorders Liver abnormalities Kidney disorders For a comprehensive listings of factors that can cause chronic hiccups, please click here.",GARD,cause_info,out_of_domain
4120,What are the symptoms of Sialadenitis ?,"What are the signs and symptoms of sialadenitis? Signs and symptoms of sialadenitis may include fever, chills, and unilateral pain and swelling in the affected area. The affected gland may be firm and tender, with redness of the overlying skin. Pus may drain through the gland into the mouth.",GARD,symptom_check,out_of_domain
13911,What is (are) Pompe disease ?,"Pompe disease is an inherited disorder caused by the buildup of a complex sugar called glycogen in the body's cells. The accumulation of glycogen in certain organs and tissues, especially muscles, impairs their ability to function normally.  Researchers have described three types of Pompe disease, which differ in severity and the age at which they appear. These types are known as classic infantile-onset, non-classic infantile-onset, and late-onset.  The classic form of infantile-onset Pompe disease begins within a few months of birth. Infants with this disorder typically experience muscle weakness (myopathy), poor muscle tone (hypotonia), an enlarged liver (hepatomegaly), and heart defects. Affected infants may also fail to gain weight and grow at the expected rate (failure to thrive) and have breathing problems. If untreated, this form of Pompe disease leads to death from heart failure in the first year of life.  The non-classic form of infantile-onset Pompe disease usually appears by age 1. It is characterized by delayed motor skills (such as rolling over and sitting) and progressive muscle weakness. The heart may be abnormally large (cardiomegaly), but affected individuals usually do not experience heart failure. The muscle weakness in this disorder leads to serious breathing problems, and most children with non-classic infantile-onset Pompe disease live only into early childhood.  The late-onset type of Pompe disease may not become apparent until later in childhood, adolescence, or adulthood. Late-onset Pompe disease is usually milder than the infantile-onset forms of this disorder and is less likely to involve the heart. Most individuals with late-onset Pompe disease experience progressive muscle weakness, especially in the legs and the trunk, including the muscles that control breathing. As the disorder progresses, breathing problems can lead to respiratory failure.",GHR,general_info,out_of_domain
5161,What are the symptoms of Patterson pseudoleprechaunism syndrome ?,"What are the signs and symptoms of Patterson pseudoleprechaunism syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Patterson pseudoleprechaunism syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal cortical bone morphology 90% Abnormality of the hypothalamus-pituitary axis 90% Abnormality of the metaphyses 90% Cognitive impairment 90% Delayed skeletal maturation 90% Generalized hyperpigmentation 90% Hypertrichosis 90% Kyphosis 90% Macrotia 90% Abnormality of the clavicle 50% Abnormality of the ribs 50% Craniofacial hyperostosis 50% Hypercortisolism 50% Hyperextensible skin 50% Precocious puberty 50% Seizures 50% Type II diabetes mellitus 50% Cervical platyspondyly - Diabetes mellitus - Flat acetabular roof - Generalized bronze hyperpigmentation - Genu valgum - Growth abnormality - Hirsutism - Hypoplasia of the odontoid process - Intellectual disability, progressive - Intellectual disability, severe - Irregular acetabular roof - Irregular sclerotic endplates - Joint swelling onset late infancy - Kyphoscoliosis - Large hands - Long foot - Marked delay in bone age - Ovoid thoracolumbar vertebrae - Palmoplantar cutis laxa - Premature adrenarche - Prominent nose - Short long bone - Small cervical vertebral bodies - Sporadic - Talipes valgus - Thickened calvaria - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
12453,What are the genetic changes related to lymphedema-distichiasis syndrome ?,"Lymphedema-distichiasis syndrome is caused by mutations in the FOXC2 gene. The FOXC2 gene provides instructions for making a protein that plays a critical role in the formation of many organs and tissues before birth. The FOXC2 protein is a transcription factor, which means that it attaches (binds) to specific regions of DNA and helps control the activity of many other genes. Researchers believe that the FOXC2 protein has a role in a variety of developmental processes, such as the formation of veins and the development of the lungs, eyes, kidneys and urinary tract, cardiovascular system, and the transport system for immune cells (lymphatic vessels).",GHR,general_info,out_of_domain
12934,Is Crohn disease inherited ?,"The inheritance pattern of Crohn disease is unclear because many genetic and environmental factors are likely to be involved. This condition tends to cluster in families, however, and having an affected family member is a significant risk factor for the disease.",GHR,general_info,out_of_domain
6074,What are the symptoms of His bundle tachycardia ?,"What are the signs and symptoms of His bundle tachycardia? The Human Phenotype Ontology provides the following list of signs and symptoms for His bundle tachycardia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Arrhythmia 90% Hypertrophic cardiomyopathy 50% Neoplasm of the heart 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
8225,How to prevent Coronary Heart Disease Risk Factors ?,"You can prevent and control many coronary heart disease (CHD) risk factors with heart-healthy lifestyle changes and medicines. Examples of risk factors you can control include high blood cholesterol, high blood pressure, and overweight and obesity. Only a few risk factorssuch as age, gender, and family historycant be controlled.
                
To reduce your risk of CHD and heart attack, try to control each risk factor you can. The good news is that many lifestyle changes help control several CHD risk factors at the same time. For example, physical activity may lower your blood pressure, help control diabetes and prediabetes, reduce stress, and help control your weight.
                
Heart-Healthy Lifestyle Changes
                
A heart-healthy lifestyle can lower the risk of CHD. If you already have CHD, a heart-healthy lifestyle may prevent it from getting worse. Heart-healthy lifestyle changes include:
                
Heart-healthy eating
                
Maintaining a healthy weight
                
Managing stress
                
Physical activity
                
Quitting smoking
                
Many lifestyle habits begin during childhood. Thus, parents and families should encourage their children to make heart-healthy choices, such as following a healthy diet and being physically active. Make following a healthy lifestyle a family goal. Making lifestyle changes can be hard. But if you make these changes as a family, it may be easier for everyone to prevent or control their CHD risk factors.
                
For tips on how to help your children adopt healthy habits, visit We Can! Ways to Enhance Childrens Activity & Nutrition.
                
Heart-Healthy Eating
                
Your doctor may recommend heart-healthy eating, which should include:
                
Fat-free or low-fat dairy products, such as skim milk
                
Fish high in omega-3 fatty acids, such as salmon, tuna, and trout, about twice a week
                
Fruits, such as apples, bananas, oranges, pears, and prunes
                
Legumes, such as kidney beans, lentils, chickpeas, black-eyed peas, and lima beans
                
Vegetables, such as broccoli, cabbage, and carrots
                
Whole grains, such as oatmeal, brown rice, and corn tortillas
                
When following a heart-healthy diet, you should avoid eating:
                
A lot of red meat
                
Palm and coconut oils
                
Sugary foods and beverages
                
Two nutrients in your diet make blood cholesterol levels rise:
                
Saturated fatfound mostly in foods that come from animals
                
Trans fat (trans fatty acids)found in foods made with hydrogenated oils and fats, such as stick margarine; baked goods, such as cookies, cakes, and pies; crackers; frostings; and coffee creamers. Some trans fats also occur naturally in animal fats andmeats.
                
Saturated fat raises your blood cholesterol more than anything else in your diet. When you follow a heart-healthy eating plan, only 5 percent to 6 percent of your daily calories should come from saturated fat. Food labels list the amounts of saturated fat. To help you stay on track, here are some examples:
                
1,200 calories a day
                
8 grams of saturated fat a day
                
1,500 calories a day
                
10 grams of saturated fat a day
                
1,800 calories a day
                
12 grams of saturated fat a day
                
2,000 calories a day
                
13 grams of saturated fat a day
                
2,500 calories a day
                
17 grams of saturated fat a day
                
Not all fats are bad. Monounsaturated and polyunsaturated fats actually help lower blood cholesterol levels.
                
Some sources of monounsaturated and polyunsaturated fats are:
                
Avocados
                
Corn, sunflower, and soybean oils
                
Nuts and seeds, such as walnuts
                
Olive, canola, peanut, safflower, and sesame oils
                
Peanut butter
                
Salmon and trout
                
Tofu
                
Sodium
                
You should try to limit the amount of sodium that you eat. This means choosing and preparing foods that are lower in salt and sodium. Try to use low-sodium and no added salt foods and seasonings at the table or while cooking. Food labels tell you what you need to know about choosing foods that are lower in sodium. Try to eat no more than 2,300 milligrams of sodium a day. If you have high blood pressure, you may need to restrict your sodium intake even more.
                
Dietary Approaches to Stop Hypertension
                
Your doctor may recommend the Dietary Approaches to Stop Hypertension (DASH) eating plan if you have high blood pressure. The DASH eating plan focuses on fruits, vegetables, whole grains, and other foods that are heart healthy and low in fat, cholesterol, and sodium and salt.
                
The DASH eating plan is a good heart-healthy eating plan, even for those who dont have high blood pressure. Read more about DASH.
                
Alcohol
                
Try to limit alcohol intake. Too much alcohol canraise your blood pressure and triglyceride levels, a type of fat found in the blood. Alcohol also adds extra calories, which may cause weight gain.
                
Men should have no more than two drinks containing alcohol a day. Women should have no more than one drink containing alcohol a day. One drink is:
                
12 ounces of beer
                
5 ounces of wine
                
1 ounces of liquor
                
Maintaining a Healthy Weight
                
Maintaining a healthy weight is important for overall health and can lower your risk for coronary heart disease. Aim for a Healthy Weight by following a heart-healthy eating plan and keeping physically active.
                
Knowing your body mass index (BMI) helps you find out if youre a healthy weight in relation to your height and gives an estimate of your total body fat. To figure out your BMI, check out NHLBIs online BMI calculator or talk to your doctor. A BMI:
                
Below 18.5 is a sign that you are underweight.
                
Between 18.5 and 24.9 is in the normal range.
                
Between 25 and 29.9 is considered overweight.
                
Of 30 or more is considered obese.
                
A general goal to aim for is a BMI of less than 25. Your doctor or health care provider can help you set an appropriate BMI goal.
                
Measuring waist circumference helps screen for possible health risks. If most of your fat is around your waist rather than at your hips, youre at a higher risk for heart disease and type 2 diabetes. This risk may be high with a waist size that is greater than 35 inches for women or greater than 40 inches for men. To learn how to measure your waist, visit Assessing Your Weight and Health Risk.
                
If youre overweight or obese, try to lose weight. A loss of just 3 percent to 5 percent of your current weight can lower your triglycerides, blood glucose, and the risk of developing type 2 diabetes. Greater amounts of weight loss can improve blood pressure readings, lower LDL cholesterol, and increase HDL cholesterol.
                
Managing Stress
                
Research shows that the most commonly reported trigger for a heart attack is an emotionally upsetting eventparticularly one involving anger. Also, some of the ways people cope with stresssuch as drinking, smoking, or overeatingarent healthy.
                
Learning how to manage stress, relax, and cope with problems can improve your emotional and physical health. Consider healthy stress-reducing activities, such as:
                
A stress management program.
                
Meditation
                
Physical activity
                
Relaxation therapy
                
Talking things out with friends or family
                
Physical Activity
                
Routine physical activity can lower many CHD risk factors, including LDL (bad) cholesterol, high blood pressure, and excess weight. Physical activity also can lower your risk for diabetes and raise your HDL cholesterol level. HDL is the good cholesterol that helps prevent CHD.
                
Everyone should try to participate in moderate-intensity aerobic exercise at least 2hours and 30minutes per week, or vigorous aerobic exercise for 1 hour and 15 minutes per week. Aerobic exercise, such as brisk walking, is any exercise in which your heart beats faster and you use more oxygen than usual. The more active you are, the more you will benefit. Participate in aerobic exercise for at least 10 minutes at a time spread throughout the week.
                
Read more about physical activity at:
                
Physical Activity and Your Heart
                
U.S. Department of Health and Human Services 2008 Physical Activity Guidelines for Americans
                
Talk with your doctor before you start a new exercise plan. Ask your doctor how much and what kinds of physical activity are safe for you.
                
Quitting Smoking
                
If you smoke, quit. Smoking can raise your risk for coronary heart disease and heart attack and worsen other coronary heart disease risk factors. Talk with your doctor about programs and products that can help you quit smoking. Also, try to avoid secondhand smoke. If you have trouble quitting smoking on your own, consider joining a support group. Many hospitals, workplaces, and community groups offer classes to help people quit smoking.
                
Read more about quitting smoking at Smoking and Your Heart.
                
Medicines
                
Sometimes lifestyle changes arent enough to control your blood cholesterol levels. For example, you may need statin medications to control or lower your cholesterol. By lowering your cholesterol level, you can decrease your chance of having a heart attack or stroke. Doctors usually prescribe statins for people who have:
                
Coronary heart disease, peripheral artery disease, or had a prior stroke
                
Diabetes
                
High LDL cholesterol levels
                
Doctors may discuss beginning statin treatment with those who have an elevated risk for developing heart disease or having a stroke.
                
Your doctor also may prescribe other medications to:
                
Decrease your chance of having a heart attack or dying suddenly.
                
Lower your blood pressure.
                
Prevent blood clots, which can lead to heart attack or stroke.
                
Prevent or delay the need for a procedure or surgery, such as percutaneous coronary intervention or coronary artery bypass grafting. 
                
Reduce your hearts workload and relieve CHD.
                
Take all medicines regularly, as your doctor prescribes. Dont change the amount of your medicine or skip a dose unless your doctor tells you to.You should still follow a heart-healthy lifestyle, even if you take medicines to treat your CHD.",NHLBI,prevention,out_of_domain
12144,Is Maffucci syndrome inherited ?,"Maffucci syndrome is not inherited. The mutations that cause this disorder are somatic, which means they occur during a person's lifetime. A somatic mutation occurs in a single cell. As that cell continues to grow and divide, the cells derived from it also have the same mutation. In Maffucci syndrome, the mutation is thought to occur in a cell during early development before birth; cells that arise from that abnormal cell have the mutation, while the body's other cells do not. This situation is called mosaicism.",GHR,general_info,out_of_domain
4206,What causes Tourette syndrome ?,"What causes Tourette syndrome? Although the cause of Tourette syndrome is unknown, current research points to abnormalities in certain brain regions (including the basal ganglia, frontal lobes, and cortex), the circuits that interconnect these regions, and the neurotransmitters (dopamine, serotonin, and norepinephrine) responsible for communication among nerve cells. Given the often complex presentation of Tourette syndrome, the cause of the disorder is likely to be equally complex. In many cases, there is a family history of tics, Tourette Syndrome, ADHD, OCD. In 2005, scientists discovered the first gene mutation that may cause some cases of Tourette syndrome. This gene, named SLITRK1, is normally involved with the growth of nerve cells and how they connect with other neurons.  The mutated gene is located in regions of the brain (basal ganglia, cortex, and frontal lobes) previously identified as being associated with Tourette syndrome.",GARD,cause_info,out_of_domain
10691,What is (are) hereditary paraganglioma-pheochromocytoma ?,"Hereditary paraganglioma-pheochromocytoma is a condition characterized by the growth of noncancerous (benign) tumors in structures called paraganglia. Paraganglia are groups of cells that are found near nerve cell bunches called ganglia. A tumor involving the paraganglia is known as a paraganglioma. A type of paraganglioma known as a pheochromocytoma develops in the adrenal glands, which are located on top of each kidney and produce hormones in response to stress. Other types of paraganglioma are usually found in the head, neck, or trunk. People with hereditary paraganglioma-pheochromocytoma develop one or more paragangliomas, which may include pheochromocytomas.  Pheochromocytomas and some other paragangliomas are associated with ganglia of the sympathetic nervous system. The sympathetic nervous system controls the ""fight-or-flight"" response, a series of changes in the body due to hormones released in response to stress. Sympathetic paragangliomas found outside the adrenal glands, usually in the abdomen, are called extra-adrenal paragangliomas. Most sympathetic paragangliomas, including pheochromocytomas, produce hormones called catecholamines, such as epinephrine (adrenaline) or norepinephrine. These excess catecholamines can cause signs and symptoms such as high blood pressure (hypertension), episodes of rapid heartbeat (palpitations), headaches, or sweating.  Most paragangliomas are associated with ganglia of the parasympathetic nervous system, which controls involuntary body functions such as digestion and saliva formation. Parasympathetic paragangliomas, typically found in the head and neck, usually do not produce hormones. However, large tumors may cause signs and symptoms such as coughing, hearing loss in one ear, or difficulty swallowing.  Although most paragangliomas and pheochromocytomas are noncancerous, some can become cancerous (malignant) and spread to other parts of the body (metastasize). Extra-adrenal paragangliomas become malignant more often than other types of paraganglioma or pheochromocytoma.  Researchers have identified four types of hereditary paraganglioma-pheochromocytoma, named types 1 through 4. Each type is distinguished by its genetic cause. People with types 1, 2, and 3 typically develop paragangliomas in the head or neck region. People with type 4 usually develop extra-adrenal paragangliomas in the abdomen and are at higher risk for malignant tumors that metastasize. Hereditary paraganglioma-pheochromocytoma is typically diagnosed in a person's 30s.",GHR,general_info,out_of_domain
11520,What are the treatments for systemic scleroderma ?,"These resources address the diagnosis or management of systemic scleroderma:  - Cedars-Sinai Medical Center  - Genetic Testing Registry: Scleroderma, familial progressive  - University of Maryland Medical Center   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",GHR,treatment_info,out_of_domain
12200,What are the treatments for Bardet-Biedl syndrome ?,These resources address the diagnosis or management of Bardet-Biedl syndrome:  - Gene Review: Gene Review: Bardet-Biedl Syndrome  - Genetic Testing Registry: Bardet-Biedl syndrome  - MedlinePlus Encyclopedia: Obesity  - MedlinePlus Encyclopedia: Polydactyly   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,GHR,treatment_info,out_of_domain
7767,What are the symptoms of Renal tubular dysgenesis ?,"What are the signs and symptoms of Renal tubular dysgenesis? The Human Phenotype Ontology provides the following list of signs and symptoms for Renal tubular dysgenesis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the renal tubule 90% Aplasia/Hypoplasia of the lungs 90% Hypertelorism 90% Joint hypermobility 90% Polycystic kidney dysplasia 90% Polyhydramnios 90% Premature birth 90% Microcephaly 7.5% Nephropathy 7.5% Oligohydramnios 7.5% Single transverse palmar crease 7.5% Tetralogy of Fallot 7.5% Anuria - Autosomal recessive inheritance - Hypotension - Potter facies - Pulmonary hypoplasia - Renotubular dysgenesis - Respiratory insufficiency - Widely patent fontanelles and sutures - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
13036,"What is (are) congenital cataracts, facial dysmorphism, and neuropathy ?","Congenital cataracts, facial dysmorphism, and neuropathy (CCFDN) is a rare disorder that affects several parts of the body. It is characterized by a clouding of the lens of the eyes at birth (congenital cataracts) and other eye abnormalities, such as small or poorly developed eyes (microphthalmia) and abnormal eye movements (nystagmus). Affected individuals, particularly males, often have distinctive facial features that become more apparent as they reach adulthood. These features include a prominent midface, a large nose, protruding teeth, and a small lower jaw.  CCFDN causes progressive damage to the peripheral nerves, which connect the brain and spinal cord to muscles and sensory cells. This nerve damage is known as peripheral neuropathy. Weakness in the legs, followed by the arms, begins in the first few years of life, and as a result children with CCFDN have delayed development of motor skills such as standing and walking. In adolescence, affected individuals develop sensory abnormalities such as numbness and tingling, mainly in the legs. By adulthood they typically have significant difficulties with mobility. Muscle weakness can also lead to skeletal abnormalities such as hand and foot deformities and abnormal curvature of the spine.  People with CCFDN may have problems with balance and coordination (ataxia), tremors, and difficulty with movements that involve judging distance or scale (dysmetria). Some have mild intellectual disability. Individuals with CCFDN have short stature, are typically underweight, and have reduced bone density.  A complication called rhabdomyolysis occurs in some people with CCFDN, typically following a viral infection or, in rare cases, during or after surgery. Rhabdomyolysis is a breakdown of muscle tissue that results in severe muscle weakness. The destruction of muscle tissue releases a protein called myoglobin, which is processed by the kidneys and released in the urine (myoglobinuria). The presence of myoglobin causes the urine to be red or brown. The muscles may take up to a year to recover, and the episodes may worsen the muscle weakness caused by the neuropathy.",GHR,general_info,out_of_domain
1567,What is (are) Coma ?,"A coma is a deep state of unconsciousness. An individual in a coma is alive but unable to move or respond to his or her environment. Coma may occur as a complication of an underlying illness, or as a result of injuries, such as brain injury.    A coma rarely lasts more than 2 to 4 weeks. The outcome for coma depends on the cause, severity, and site of the damage. People may come out of a coma with physical, intellectual, and psychological problems. Some people may remain in a coma for years or even decades. For those people, the most common cause of death is infection, such as pneumonia.    NIH: National Institute of Neurological Disorders and Stroke",MPlusHealthTopics,general_info,out_of_domain
13562,How many people are affected by Pelizaeus-Merzbacher disease ?,"The prevalence of Pelizaeus-Merzbacher disease is estimated to be 1 in 200,000 to 500,000 males in the United States. This condition rarely affects females.",GHR,general_info,out_of_domain
8964,What are the treatments for Generalized Gangliosidoses ?,No specific treatment exists for the gangliosidoses. Anticonvulsants may initially control seizures. Other supportive treatment includes proper nutrition and hydration and keeping the airway open.,NINDS,treatment_info,out_of_domain
9223,What is (are) Primary Lateral Sclerosis ?,"Primary lateral sclerosis (PLS) is a rare neuromuscular disease with slowly progressive weakness in voluntary muscle movement. PLS belongs to a group of disorders known as motor neuron diseases. PLS affects the upper motor neurons (also called corticospinal neurons) in the arms, legs, and face. It occurs when nerve cells in the motor regions of the cerebral cortex (the thin layer of cells covering the brain which is responsible for most higher level mental functions) gradually degenerate, causing movements to be slow and effortful. The disorder often affects the legs first, followed by the body, trunk, arms and hands, and, finally the bulbar muscles (muscles that control speech, swallowing, and chewing). Symptoms include weakness, muscle stiffness and spasticity, clumsiness, slowing of movement, and problems with balance and speech. PLS is more common in men than in women, with a varied gradual onset that generally occurs between ages 40 and 60. PLS progresses gradually over a number of years, or even decades. Scientists do not believe PLS has a simple hereditary cause. The diagnosis of PLS requires extensive testing to exclude other diseases. When symptoms begin, PLS may be mistaken for amyotrophic lateral sclerosis (ALS) or spastic paraplegia. Most neurologists follow an affected individual's clinical course for at least 3 to 4 years before making a diagnosis of PLS..",NINDS,general_info,out_of_domain
3139,What causes Williams syndrome ?,"What causes Williams syndrome? Williams syndrome is caused by the deletion of genetic material from a specific region of chromosome 7. The deleted region includes more than 25 genes, and researchers believe that a loss of several of these genes probably contributes to the characteristic features of this disorder. CLIP2, ELN, GTF2I, GTF2IRD1, and LIMK1 are among the genes that are typically deleted in people with Williams syndrome. Researchers have found that the loss of the ELN gene is associated with the connective tissue abnormalities and cardiovascular disease (specifically supravalvular aortic stenosis) found in many people with this condition. Studies suggest that deletions of CLIP2, GTF2I, GTF2IRD1, LIMK1, and perhaps other genes may help explain the characteristic difficulties with visual-spatial tasks, unique behavioral characteristics, and other cognitive difficulties seen in people with Williams syndrome. Loss of the GTF2IRD1 gene may also contribute to the distinctive facial features often associated with this condition. Researchers believe that the presence or absence of the NCF1 gene on chromosome 7 is related to the risk of developing hypertension in people with Williams syndrome. When the NCF1 gene is included in the part of the chromosome that is deleted, affected individuals are less likely to develop hypertension. Therefore, the loss of this gene appears to be a protective factor. People with Williams syndrome whose NCF1 gene is not deleted have a higher risk of developing hypertension. The relationship between other genes in the deleted region of chromosome 7 and the signs and symptoms of Williams syndrome is unknown.",GARD,cause_info,out_of_domain
